,LAT,LONG
252,32.7982267,-117.2383824
253,32.74847070000001,-117.1292304
254,32.798172,-117.248177
255,32.750374,-117.2081684
256,32.6959788,-117.1273008
257,32.8178119,-117.0938091
258,32.800999,-117.235336
259,32.8315307,-117.1384621
260,32.808173,-117.0120835
261,32.7364857,-117.1752805
262,32.8741084,-117.2073531
263,32.7899409,-117.1675537
264,32.7041439,-117.096893
265,32.9024762,-117.2213975
266,32.7156815,-117.1555951
267,32.7487286,-117.0793715
268,32.8169798,-117.0595935
269,32.7495816,-117.1110905
270,32.9261494,-117.0929134
271,32.7836628,-117.197748
272,32.9053333,-117.1460647
273,32.7590305,-117.1178909
274,32.8161792,-117.1598015
275,32.7240323,-117.0779226
276,32.7720868,-117.2512831
277,32.7552129,-117.1388452
278,33.0002607,-117.0867445
279,32.757211,-117.1179326
280,32.8937964,-117.1234396
281,32.7817663,-117.1104461
282,32.7998144,-117.2330084
283,32.7833848,-117.1718042
284,32.7629004,-117.1302137
285,32.7313571,-117.1666568
286,32.7004549,-117.0937367
287,33.025234,-117.0599992
288,32.7552098,-117.1039985
289,32.9182424,-117.1258808
290,32.7188763,-117.155663
291,32.7351734,-117.1010971
292,32.7157541,-117.1503981
293,32.7656334,-117.2512162
294,32.8315307,-117.1384621
295,32.7483346,-117.15952
296,32.7136145,-117.1610581
297,32.8313852,-117.2546967
298,32.86631190000001,-117.2432214
299,32.8090582,-117.2076584
300,32.7912978,-117.1978976
301,32.8191649,-117.2761176
302,32.5657662,-117.0436054
303,32.7496593,-117.1056954
304,32.7566451,-117.0879223
305,32.7115188,-117.1503593
306,32.7147769,-117.1402822
307,32.8205808,-117.1671252
308,32.7495906,-117.2060193
309,32.7592493,-117.1742641
310,32.9222272,-117.228553
311,32.8077426,-117.1582193
312,32.9417387,-117.1203291
313,32.784855,-117.20668
314,32.9125062,-117.149211
315,32.5542298,-116.9278323
316,32.83438270000001,-117.1977437
317,32.7770528,-117.1323171
318,32.7611986,-117.2321581
319,32.753862,-117.2025256
320,32.8820012,-117.156174
321,32.7537856,-117.1649862
322,32.7552016,-117.1437718
323,32.8882253,-117.1454568
324,32.7421539,-117.0923409
325,32.8935909,-117.1337958
326,32.8737755,-117.2097834
327,32.9005734,-117.2076307
328,33.0051686,-117.0924771
329,32.7966321,-117.1608042
330,32.6645495,-117.0612373
331,32.7474144,-117.127164
332,1.0,1.0
333,32.7014469,-117.0695709
334,1.0,1.0
335,32.832566,-117.1638388
336,32.7199041,-117.1593048
337,32.7982267,-117.2383824
338,32.7836947,-117.2526938
339,32.8022028,-117.2298558
340,32.7632912,-117.1111323
341,32.715964,-117.160019
342,32.9899308,-117.0851458
343,32.7725717,-117.1573225
344,32.8199809,-117.1549836
345,33.0186464,-117.0608513
346,32.7590305,-117.1178909
347,1.0,1.0
348,32.8938185,-117.1200046
349,32.8134795,-117.1525877
350,32.980971,-117.2483354
351,32.8936947,-117.1183605
352,32.7379953,-117.1344041
353,32.8049404,-117.1752608
354,32.9469527,-117.0782323
355,32.6967457,-117.0851619
356,32.7662296,-117.1836543
357,32.7572784,-117.1351377
358,32.7899409,-117.1675537
359,32.7469609,-117.1604049
360,1.0,1.0
361,32.7040962,-117.0849183
362,32.6918518,-117.1245312
363,32.7963273,-117.2476232
364,32.7943542,-117.2559424
365,32.7106077,-117.2487194
366,32.8047135,-117.2241486
367,32.5838324,-117.0619883
368,32.7912978,-117.1978976
369,32.7583197,-117.0761142
370,32.9230757,-117.0590582
371,32.9126209,-117.1439594
372,32.7484214,-117.1437388
373,32.7927775,-117.080675
374,32.669078,-117.0490525
375,32.8222396,-117.1248803
376,32.8857864,-117.2439582
377,32.8813497,-117.2436898
378,32.7834543,-117.1721148
379,33.0226829,-117.0700909
380,32.8003183,-117.242973
381,32.8199606,-117.1491154
382,1.0,1.0
383,32.7496349,-117.1106601
384,32.800072,-117.235046
385,32.7190673,-117.0531963
386,32.7177981,-117.1592989
387,32.8280834,-117.2420803
388,32.8180707,-117.2115448
389,32.7386038,-117.1346259
390,32.79781670000001,-117.2402422
391,32.7926457,-117.1729209
392,32.73140050000001,-117.1594096
393,32.7104405,-117.1601364
394,32.7982267,-117.2383824
395,32.7833848,-117.1718042
396,32.691777,-117.1336419
397,32.5692031,-117.0636553
398,32.7609625,-117.1462661
399,32.8775914,-117.178402
400,32.8069556,-117.2151708
401,1.0,1.0
402,32.7487286,-117.0793715
403,32.7384766,-117.1082988
404,32.9629746,-117.1904527
405,32.7496349,-117.1106601
406,32.7495648,-117.0944407
407,32.687798,-117.118713
408,32.7531522,-117.0976227
409,32.7670728,-117.0967989
410,32.727559,-117.1274514
411,32.7579231,-117.079284
412,32.7014469,-117.0695709
413,32.8503203,-117.2550954
414,32.7168094,-117.0449693
415,32.7753645,-117.142695
416,32.7542924,-117.2219394
417,1.0,1.0
418,32.9631991,-117.1510815
419,32.7685795,-117.051498
420,32.8315307,-117.1384621
421,32.7469738,-117.1595248
422,1.0,1.0
423,32.737267,-117.2305981
424,32.813751,-117.18187
425,32.8786517,-117.1648778
426,32.8703037,-117.2337759
427,32.8099669,-117.2168597
428,32.7040962,-117.0849183
429,32.6960201,-117.1146214
430,32.7472846,-117.2454371
431,32.7589744,-117.1093658
432,32.9270577,-117.1293312
433,32.7587643,-117.0729028
434,32.9169117,-117.1114341
435,32.96351060000001,-117.0995504
436,32.7512271,-117.183452
437,32.6968281,-117.0980723
438,32.8308102,-117.2529143
439,32.5764314,-117.088434
440,32.7100343,-117.0710719
441,32.9341085,-117.0843722
442,33.0378316,-117.0606438
443,32.784535,-117.0856433
444,32.9144632,-117.1927212
445,32.7902958,-117.2091776
446,32.780156,-117.101638
447,32.5678688,-116.9667018
448,32.7322245,-117.2226479
449,32.71784,-117.1537019
450,32.7680903,-117.1539421
451,32.803977,-117.0460172
452,32.7667436,-117.187092
453,32.7458964,-117.1009476
454,33.102585,-117.0791683
455,32.89707130000001,-117.1269338
456,32.7611986,-117.2321581
457,32.7188393,-117.1601783
458,32.7531422,-117.0954767
459,32.7253967,-117.1690131
460,32.7587643,-117.0729028
461,32.8097639,-117.1053942
462,32.7157661,-117.1494884
463,32.9230757,-117.0590582
464,32.7484581,-117.1338729
465,32.7967323,-117.2457938
466,32.9618597,-117.2061042
467,32.7345769,-117.2537295
468,32.7485285,-117.1498856
469,32.7489731,-117.1998335
470,32.7540868,-117.1252312
471,32.7040632,-117.0814929
472,32.906356,-117.0719496
473,32.732433,-117.1612147
474,32.7422353,-117.1533691
475,32.8714036,-117.218203
476,32.7687143,-117.0492983
477,1.0,1.0
478,32.7195786,-117.1103727
479,32.7516671,-117.1883782
480,32.966438,-117.0996948
481,32.715964,-117.160019
482,32.832566,-117.1638388
483,32.6890466,-117.0464344
484,32.7035681,-117.0347186
485,32.9365608,-117.0962603
486,32.7177984,-117.0258986
487,32.8050417,-117.2584612
488,32.817796,-117.273142
489,32.799793,-117.240852
490,32.7442502,-117.0536478
491,32.5569045,-116.9360331
492,32.7374903,-117.2379749
493,32.9341085,-117.0843722
494,1.0,1.0
495,32.7442656,-117.1930211
496,32.8707924,-117.2235221
497,32.8676266,-117.2190701
498,32.8714036,-117.218203
499,32.801394,-117.2335118
500,32.8897601,-117.1427999
501,32.8193015,-117.1818048
502,32.748007,-117.2232315
503,32.8711076,-117.2434547
504,32.7902958,-117.2091776
505,1.0,1.0
506,32.5683077,-116.9968681
507,32.710992,-117.0312316
508,32.7735854,-117.1664766
509,32.7167737,-117.0935747
510,32.578762,-117.054077
511,32.7716354,-117.0700025
512,33.001554,-117.058196
513,32.723229,-117.1076182
514,32.7587643,-117.0729028
515,32.7984594,-117.1263094
516,32.7714757,-117.0615384
517,32.8506113,-117.2504902
518,32.9031889,-117.1449602
519,32.762058,-117.119213
520,32.7550923,-117.1061375
521,32.7670698,-117.1935023
522,32.7557649,-117.0943712
523,32.7572952,-117.1277095
524,32.583245,-117.0572437
525,32.70562330000001,-117.0825965
526,32.7425404,-117.2358412
527,32.7532021,-117.1029494
528,32.9875435,-117.090017
529,32.7564962,-117.0890035
530,32.7687143,-117.0492983
531,32.7125893,-117.1546773
532,32.763422,-117.2095979
533,32.5747191,-117.0299274
534,32.7229884,-117.1691763
535,32.7855939,-117.1688682
536,32.7014469,-117.0695709
537,32.7044475,-117.0850677
538,32.7136145,-117.1610581
539,32.8200752,-117.2040527
540,32.7974138,-117.2421054
541,32.8049404,-117.1752608
542,32.7633604,-117.1206457
543,32.7115179,-117.1065364
544,32.7464265,-117.1464287
545,32.7967963,-117.1538096
546,32.7088065,-117.0858381
547,32.9909178,-117.0708489
548,32.8199606,-117.1491154
549,32.7484611,-117.12644
550,32.7012101,-117.1251819
551,32.8125945,-117.0533087
552,32.8180813,-117.1776534
553,32.7495425,-117.0900016
554,32.8271316,-117.1629533
555,32.80669930000001,-117.0789629
556,32.7894639,-117.1087928
557,32.9607117,-117.1921198
558,32.7177099,-117.159162
559,32.7520664,-117.14927
560,32.8767789,-117.186318
561,32.7474236,-117.138979
562,32.7364857,-117.1752805
563,32.9367052,-117.0962191
564,32.9392915,-117.160228
565,32.5645194,-117.0252608
566,32.7997264,-117.09169
567,32.7052959,-117.1494385
568,32.7507396,-117.2385423
569,32.737267,-117.2305981
570,32.7495906,-117.2060193
571,32.7147769,-117.1402822
572,1.0,1.0
573,33.0330624,-117.0600727
574,32.8054046,-117.1629523
575,32.796963,-117.25367
576,32.7609772,-117.1450328
577,32.759097,-117.1462621
578,32.7950318,-117.2393825
579,32.8669297,-117.2134939
580,32.763422,-117.2095979
581,32.7248044,-117.2419841
582,32.7751633,-117.1737356
583,32.7455827,-117.24686
584,32.9319426,-117.1446802
585,32.8820012,-117.156174
586,32.8775914,-117.178402
587,32.7464265,-117.1464287
588,32.7126378,-117.1494626
589,32.7178363,-117.1485909
590,32.7520664,-117.14927
591,32.96273100000001,-117.1437413
592,32.7556294,-117.0954462
593,32.7497616,-117.1180585
594,32.8218334,-117.1566924
595,32.8315307,-117.1384621
596,32.7062903,-117.1528052
597,32.8969082,-117.1362829
598,32.8345927,-117.096136
599,32.75037690000001,-117.2212685
600,32.7437416,-117.2348145
601,32.7012498,-117.1168003
602,32.7126281,-117.1503655
603,32.7520664,-117.14927
604,32.719875,-117.1656084
605,32.7168114,-117.0827792
606,32.9024762,-117.2213975
607,32.9494014,-117.2567328
608,32.7414795,-117.1603739
609,32.7298787,-117.2191559
610,32.7552129,-117.1388452
611,32.9696845,-117.0813626
612,32.8709935,-117.2512354
613,32.7250413,-117.1735078
614,32.715023,-117.0850255
615,32.5837668,-117.0927049
616,32.7781648,-117.1006223
617,32.7652381,-117.1565627
618,32.7213172,-117.231201
619,32.9464163,-117.0902158
620,32.7903717,-117.2033244
621,32.965284,-117.0897005
622,32.705287,-117.1338755
623,32.797241,-117.247902
624,32.7485071,-117.123968
625,32.7350162,-117.2402002
626,32.9137479,-117.1429064
627,32.7104644,-117.1494443
628,32.7168187,-117.1495036
629,32.835865,-117.1370169
630,32.7498557,-117.1639174
631,1.0,1.0
632,1.0,1.0
633,1.0,1.0
634,1.0,1.0
635,1.0,1.0
636,1.0,1.0
637,1.0,1.0
638,1.0,1.0
639,1.0,1.0
640,1.0,1.0
641,1.0,1.0
642,1.0,1.0
643,1.0,1.0
644,1.0,1.0
645,1.0,1.0
646,1.0,1.0
647,1.0,1.0
648,1.0,1.0
649,1.0,1.0
650,1.0,1.0
651,1.0,1.0
652,1.0,1.0
653,1.0,1.0
654,1.0,1.0
655,1.0,1.0
656,1.0,1.0
657,1.0,1.0
658,1.0,1.0
659,1.0,1.0
660,1.0,1.0
661,1.0,1.0
662,1.0,1.0
663,1.0,1.0
664,1.0,1.0
665,1.0,1.0
666,1.0,1.0
667,1.0,1.0
668,1.0,1.0
669,1.0,1.0
670,1.0,1.0
671,1.0,1.0
672,1.0,1.0
673,1.0,1.0
674,1.0,1.0
675,1.0,1.0
676,1.0,1.0
677,1.0,1.0
678,1.0,1.0
679,1.0,1.0
680,1.0,1.0
681,1.0,1.0
682,1.0,1.0
683,1.0,1.0
684,1.0,1.0
685,1.0,1.0
686,1.0,1.0
687,1.0,1.0
688,1.0,1.0
689,1.0,1.0
690,1.0,1.0
691,1.0,1.0
692,1.0,1.0
693,1.0,1.0
694,1.0,1.0
695,1.0,1.0
696,1.0,1.0
697,1.0,1.0
698,1.0,1.0
699,1.0,1.0
700,1.0,1.0
701,1.0,1.0
702,1.0,1.0
703,1.0,1.0
704,1.0,1.0
705,1.0,1.0
706,1.0,1.0
707,1.0,1.0
708,1.0,1.0
709,1.0,1.0
710,1.0,1.0
711,1.0,1.0
712,1.0,1.0
713,1.0,1.0
714,1.0,1.0
715,1.0,1.0
716,1.0,1.0
717,1.0,1.0
718,1.0,1.0
719,1.0,1.0
720,1.0,1.0
721,1.0,1.0
722,1.0,1.0
723,1.0,1.0
724,1.0,1.0
725,1.0,1.0
726,1.0,1.0
727,1.0,1.0
728,1.0,1.0
729,1.0,1.0
730,1.0,1.0
731,1.0,1.0
732,1.0,1.0
733,1.0,1.0
734,1.0,1.0
735,1.0,1.0
736,1.0,1.0
737,1.0,1.0
738,1.0,1.0
739,1.0,1.0
740,1.0,1.0
741,1.0,1.0
742,1.0,1.0
743,1.0,1.0
744,1.0,1.0
745,1.0,1.0
746,1.0,1.0
747,1.0,1.0
748,1.0,1.0
749,1.0,1.0
750,1.0,1.0
751,1.0,1.0
752,1.0,1.0
753,1.0,1.0
754,1.0,1.0
755,1.0,1.0
756,1.0,1.0
757,1.0,1.0
758,1.0,1.0
759,1.0,1.0
760,1.0,1.0
761,1.0,1.0
762,1.0,1.0
763,1.0,1.0
764,1.0,1.0
765,1.0,1.0
766,1.0,1.0
767,1.0,1.0
768,1.0,1.0
769,1.0,1.0
770,1.0,1.0
771,1.0,1.0
772,1.0,1.0
773,1.0,1.0
774,1.0,1.0
775,1.0,1.0
776,1.0,1.0
777,1.0,1.0
778,1.0,1.0
779,1.0,1.0
780,1.0,1.0
781,1.0,1.0
782,1.0,1.0
783,1.0,1.0
784,1.0,1.0
785,1.0,1.0
786,1.0,1.0
787,1.0,1.0
788,1.0,1.0
789,1.0,1.0
790,1.0,1.0
791,1.0,1.0
792,1.0,1.0
793,1.0,1.0
794,1.0,1.0
795,1.0,1.0
796,1.0,1.0
797,1.0,1.0
798,1.0,1.0
799,1.0,1.0
800,1.0,1.0
801,1.0,1.0
802,1.0,1.0
803,1.0,1.0
804,1.0,1.0
805,1.0,1.0
806,1.0,1.0
807,1.0,1.0
808,1.0,1.0
809,1.0,1.0
810,1.0,1.0
811,1.0,1.0
812,1.0,1.0
813,1.0,1.0
814,1.0,1.0
815,1.0,1.0
816,1.0,1.0
817,1.0,1.0
818,1.0,1.0
819,1.0,1.0
820,1.0,1.0
821,1.0,1.0
822,1.0,1.0
823,1.0,1.0
824,1.0,1.0
825,1.0,1.0
826,1.0,1.0
827,1.0,1.0
828,1.0,1.0
829,1.0,1.0
830,1.0,1.0
831,1.0,1.0
832,1.0,1.0
833,1.0,1.0
834,1.0,1.0
835,1.0,1.0
836,1.0,1.0
837,1.0,1.0
838,1.0,1.0
839,1.0,1.0
840,1.0,1.0
841,1.0,1.0
842,1.0,1.0
843,1.0,1.0
844,1.0,1.0
845,1.0,1.0
846,1.0,1.0
847,1.0,1.0
848,1.0,1.0
849,1.0,1.0
850,1.0,1.0
851,1.0,1.0
852,1.0,1.0
853,1.0,1.0
854,1.0,1.0
855,1.0,1.0
856,1.0,1.0
857,1.0,1.0
858,1.0,1.0
859,1.0,1.0
860,1.0,1.0
861,1.0,1.0
862,1.0,1.0
863,1.0,1.0
864,1.0,1.0
865,1.0,1.0
866,1.0,1.0
867,1.0,1.0
868,1.0,1.0
869,1.0,1.0
870,1.0,1.0
871,1.0,1.0
872,1.0,1.0
873,1.0,1.0
874,1.0,1.0
875,1.0,1.0
876,1.0,1.0
877,1.0,1.0
878,1.0,1.0
879,1.0,1.0
880,1.0,1.0
881,1.0,1.0
882,1.0,1.0
883,1.0,1.0
884,1.0,1.0
885,1.0,1.0
886,1.0,1.0
887,1.0,1.0
888,1.0,1.0
889,1.0,1.0
890,1.0,1.0
891,1.0,1.0
892,1.0,1.0
893,1.0,1.0
894,1.0,1.0
895,1.0,1.0
896,1.0,1.0
897,1.0,1.0
898,1.0,1.0
899,1.0,1.0
900,1.0,1.0
901,1.0,1.0
902,1.0,1.0
903,1.0,1.0
904,1.0,1.0
905,1.0,1.0
906,1.0,1.0
907,1.0,1.0
908,1.0,1.0
909,1.0,1.0
910,1.0,1.0
911,1.0,1.0
912,1.0,1.0
913,1.0,1.0
914,1.0,1.0
915,1.0,1.0
916,1.0,1.0
917,1.0,1.0
918,1.0,1.0
919,1.0,1.0
920,1.0,1.0
921,1.0,1.0
922,1.0,1.0
923,1.0,1.0
924,1.0,1.0
925,1.0,1.0
926,1.0,1.0
927,1.0,1.0
928,1.0,1.0
929,1.0,1.0
930,1.0,1.0
931,1.0,1.0
932,1.0,1.0
933,1.0,1.0
934,1.0,1.0
935,1.0,1.0
936,1.0,1.0
937,1.0,1.0
938,1.0,1.0
939,1.0,1.0
940,1.0,1.0
941,1.0,1.0
942,1.0,1.0
943,1.0,1.0
944,1.0,1.0
945,1.0,1.0
946,1.0,1.0
947,1.0,1.0
948,1.0,1.0
949,1.0,1.0
950,1.0,1.0
951,1.0,1.0
952,1.0,1.0
953,1.0,1.0
954,1.0,1.0
955,1.0,1.0
956,1.0,1.0
957,1.0,1.0
958,1.0,1.0
959,1.0,1.0
960,1.0,1.0
961,1.0,1.0
962,1.0,1.0
963,1.0,1.0
964,1.0,1.0
965,1.0,1.0
966,1.0,1.0
967,1.0,1.0
968,1.0,1.0
969,1.0,1.0
970,1.0,1.0
971,1.0,1.0
972,1.0,1.0
973,1.0,1.0
974,1.0,1.0
975,1.0,1.0
976,1.0,1.0
977,1.0,1.0
978,1.0,1.0
979,1.0,1.0
980,1.0,1.0
981,1.0,1.0
982,1.0,1.0
983,1.0,1.0
984,1.0,1.0
985,1.0,1.0
986,1.0,1.0
987,1.0,1.0
988,1.0,1.0
989,1.0,1.0
990,1.0,1.0
991,1.0,1.0
992,1.0,1.0
993,1.0,1.0
994,1.0,1.0
995,1.0,1.0
996,1.0,1.0
997,1.0,1.0
998,1.0,1.0
999,1.0,1.0
1000,1.0,1.0
1001,1.0,1.0
1002,1.0,1.0
1003,1.0,1.0
1004,1.0,1.0
1005,1.0,1.0
1006,1.0,1.0
1007,1.0,1.0
1008,1.0,1.0
1009,1.0,1.0
1010,1.0,1.0
1011,1.0,1.0
1012,1.0,1.0
1013,1.0,1.0
1014,1.0,1.0
1015,1.0,1.0
1016,1.0,1.0
1017,1.0,1.0
1018,1.0,1.0
1019,1.0,1.0
1020,1.0,1.0
1021,1.0,1.0
1022,1.0,1.0
1023,1.0,1.0
1024,1.0,1.0
1025,1.0,1.0
1026,1.0,1.0
1027,1.0,1.0
1028,1.0,1.0
1029,1.0,1.0
1030,1.0,1.0
1031,1.0,1.0
1032,1.0,1.0
1033,1.0,1.0
1034,1.0,1.0
1035,1.0,1.0
1036,1.0,1.0
1037,1.0,1.0
1038,1.0,1.0
1039,1.0,1.0
1040,1.0,1.0
1041,1.0,1.0
1042,1.0,1.0
1043,1.0,1.0
1044,1.0,1.0
1045,1.0,1.0
1046,1.0,1.0
1047,1.0,1.0
1048,1.0,1.0
1049,1.0,1.0
1050,1.0,1.0
1051,1.0,1.0
1052,1.0,1.0
1053,1.0,1.0
1054,1.0,1.0
1055,1.0,1.0
1056,1.0,1.0
1057,1.0,1.0
1058,1.0,1.0
1059,1.0,1.0
1060,1.0,1.0
1061,1.0,1.0
1062,1.0,1.0
1063,1.0,1.0
1064,1.0,1.0
1065,1.0,1.0
1066,1.0,1.0
1067,1.0,1.0
1068,1.0,1.0
1069,1.0,1.0
1070,1.0,1.0
1071,1.0,1.0
1072,1.0,1.0
1073,1.0,1.0
1074,1.0,1.0
1075,1.0,1.0
1076,1.0,1.0
1077,1.0,1.0
1078,1.0,1.0
1079,1.0,1.0
1080,1.0,1.0
1081,1.0,1.0
1082,1.0,1.0
1083,1.0,1.0
1084,1.0,1.0
1085,1.0,1.0
1086,1.0,1.0
1087,1.0,1.0
1088,1.0,1.0
1089,1.0,1.0
1090,1.0,1.0
